time_ind,spatial_ind,n_i,v_i,T_e,n_nI
7,98,1.17218e+17,20356.4,30.7274,3.7824e+17,24.6608
7,99,1.17554e+17,20287.2,4.98106,3.78242e+17,24.6608
8,0,1.26479e+17,-1484.81,3.00074,3.62314e+19,nan
8,1,nan,nan,nan,nan,nan
8,2,nan,nan,nan,nan,nan
8,3,nan,nan,nan,nan,nan
8,4,nan,nan,nan,nan,nan
8,5,nan,nan,nan,nan,nan
8,6,nan,nan,nan,nan,nan
8,7,nan,nan,nan,nan,nan
8,8,nan,nan,nan,nan,nan
8,9,nan,nan,nan,nan,nan
8,10,nan,nan,nan,nan,nan
8,11,nan,nan,nan,nan,nan
8,12,nan,nan,nan,nan,nan
8,13,nan,nan,nan,nan,nan
8,14,nan,nan,nan,nan,nan
8,15,nan,nan,nan,nan,nan
8,16,nan,nan,nan,nan,nan
8,17,nan,nan,nan,nan,nan
8,18,nan,nan,nan,nan,nan
8,19,nan,nan,nan,nan,nan
8,20,nan,nan,nan,nan,nan
8,21,nan,nan,nan,nan,nan
8,22,nan,nan,nan,nan,nan
8,23,nan,nan,nan,nan,nan
8,24,nan,nan,nan,nan,nan
8,25,nan,nan,nan,nan,nan
8,26,nan,nan,nan,nan,nan
8,27,nan,nan,nan,nan,nan
8,28,nan,nan,nan,nan,nan
8,29,nan,nan,nan,nan,nan
8,30,nan,nan,nan,nan,nan
8,31,nan,nan,nan,nan,nan
8,32,nan,nan,nan,nan,nan
8,33,nan,nan,nan,nan,nan
8,34,nan,nan,nan,nan,nan
8,35,nan,nan,nan,nan,nan
8,36,nan,nan,nan,nan,nan
8,37,nan,nan,nan,nan,nan
8,38,nan,nan,nan,nan,nan
8,39,nan,nan,nan,nan,nan
8,40,nan,nan,nan,nan,nan
8,41,nan,nan,nan,nan,nan
8,42,nan,nan,nan,nan,nan
8,43,nan,nan,nan,nan,nan
8,44,nan,nan,nan,nan,nan
8,45,nan,nan,nan,nan,nan
8,46,nan,nan,nan,nan,nan
8,47,nan,nan,nan,nan,nan
8,48,nan,nan,nan,nan,nan
8,49,nan,nan,nan,nan,nan
8,50,nan,nan,nan,nan,nan
8,51,nan,nan,nan,nan,nan
8,52,nan,nan,nan,nan,nan
8,53,nan,nan,nan,nan,nan
8,54,nan,nan,nan,nan,nan
8,55,nan,nan,nan,nan,nan
8,56,nan,nan,nan,nan,nan
8,57,nan,nan,nan,nan,nan
8,58,nan,nan,nan,nan,nan
8,59,nan,nan,nan,nan,nan
8,60,nan,nan,nan,nan,nan
8,61,nan,nan,nan,nan,nan
8,62,nan,nan,nan,nan,nan
8,63,nan,nan,nan,nan,nan
8,64,nan,nan,nan,nan,nan
8,65,nan,nan,nan,nan,nan
8,66,nan,nan,nan,nan,nan
8,67,nan,nan,nan,nan,nan
8,68,nan,nan,nan,nan,nan
8,69,nan,nan,nan,nan,nan
8,70,nan,nan,nan,nan,nan
8,71,nan,nan,nan,nan,nan
8,72,nan,nan,nan,nan,nan
8,73,nan,nan,nan,nan,nan
8,74,nan,nan,nan,nan,nan
8,75,nan,nan,nan,nan,nan
8,76,nan,nan,nan,nan,nan
8,77,nan,nan,nan,nan,nan
8,78,nan,nan,nan,nan,nan
8,79,nan,nan,nan,nan,nan
8,80,nan,nan,nan,nan,nan
8,81,nan,nan,nan,nan,nan
8,82,nan,nan,nan,nan,nan
8,83,nan,nan,nan,nan,nan
8,84,nan,nan,nan,nan,nan
8,85,nan,nan,nan,nan,nan
8,86,nan,nan,nan,nan,nan
8,87,nan,nan,nan,nan,nan
8,88,nan,nan,nan,nan,nan
8,89,nan,nan,nan,nan,nan
8,90,nan,nan,nan,nan,nan
8,91,nan,nan,nan,nan,nan
8,92,nan,nan,nan,nan,nan
8,93,nan,nan,nan,nan,nan
8,94,nan,nan,nan,nan,nan
8,95,nan,nan,nan,nan,nan
8,96,nan,nan,nan,nan,nan
8,97,nan,nan,nan,nan,nan
8,98,nan,nan,nan,nan,nan
8,99,1.17218e+17,20356.4,4.98106,3.7824e+17,nan
